Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-07 00:00:00-05:00,154.88812081055838,155.22837578010706,152.94375583830026,153.19651794433594,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,154.50896815397357,156.3269596404439,153.5562333925352,155.63670349121094,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,157.3379785968912,157.70741261488166,156.5505133137638,157.58102416992188,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,158.29075416372004,158.6796212113017,156.69636069938497,156.85191345214844,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,157.2602241134043,158.76710984271602,156.7741328997119,158.73794555664062,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,158.84489391835697,159.04905876511006,157.2213509660288,157.6199493408203,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,158.09628157703355,159.37956933917528,158.04768432927872,158.6407012939453,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,159.7781972378281,161.61562153989,159.46709172235663,161.5475616455078,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,162.76279662690328,162.81140872004025,160.82814806094504,162.4517059326172,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,162.04337868109548,163.51138381077698,161.8003330460439,161.86839294433594,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,162.74334448938495,162.83085218843266,161.0711894034287,161.09063720703125,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,161.56698940699937,162.16002124226685,160.67258341245795,162.08224487304688,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,162.85025080464825,162.86969860414834,159.8753753570924,160.44895935058594,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,156.66717629220648,158.8351535653117,155.7436060470663,157.7657470703125,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,159.22404082997764,161.1489579316666,158.53379959615867,160.85731506347656,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,163.1710907784729,164.05578032446084,161.08090454806947,163.3655242919922,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,169.20838516694693,169.20838516694693,166.0390603844254,167.9737091064453,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,167.41956100774132,167.60426322869714,164.86271619174707,165.49462890625,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,165.68904238597088,169.64583194786775,165.6598781001758,169.5291748046875,30107000,0.0,0.0
2020-02-04 00:00:00-05:00,172.21239754073753,175.6150360948156,171.4054843320798,175.1094970703125,36433300,0.0,0.0
2020-02-05 00:00:00-05:00,178.9107328390654,179.07600207336984,173.44707228569098,174.89561462402344,39186300,0.0,0.0
2020-02-06 00:00:00-05:00,175.93584196153984,178.70656760686953,175.05115245829978,178.5218505859375,27751400,0.0,0.0
2020-02-07 00:00:00-05:00,177.76354930602298,180.46621506253632,177.4038317478162,178.7746124267578,33529100,0.0,0.0
2020-02-10 00:00:00-05:00,178.47326649067983,183.58694113930508,178.15244448311478,183.45083618164062,35844300,0.0,0.0
2020-02-11 00:00:00-05:00,185.34655486150734,185.3951669447624,178.39545715146107,179.30931091308594,53159900,0.0,0.0
2020-02-12 00:00:00-05:00,180.41763241764525,180.68012584958518,176.79139580027973,179.57183837890625,47062900,0.0,0.0
2020-02-13 00:00:00-05:00,177.9871906305308,181.0495598599999,177.7830257592126,178.59967041015625,35295800,0.0,0.0
2020-02-14 00:00:00-05:00,178.15242650960747,180.25234407399722,177.5691111302793,180.1940155029297,23149500,0.0,0.0
2020-02-18 00:00:00-05:00,180.44678245820853,182.47864018829665,180.33984179692354,182.02171325683594,27792200,0.0,0.0
2020-02-19 00:00:00-05:00,183.32801459013166,183.4449903791356,181.77802588644548,182.56764221191406,29997500,0.51,0.0
2020-02-20 00:00:00-05:00,182.24594072471552,182.53839506694814,176.54314798798535,179.77960205078125,36862400,0.0,0.0
2020-02-21 00:00:00-05:00,178.5610106658972,178.88270887555908,172.78997355963403,174.09625244140625,48572600,0.0,0.0
2020-02-24 00:00:00-05:00,163.54855273614956,170.1579522692512,159.12278050021473,166.5900421142578,68311100,0.0,0.0
2020-02-25 00:00:00-05:00,169.81676509616804,170.44066077881786,163.4315736546893,163.8410186767578,68073300,0.0,0.0
2020-02-26 00:00:00-05:00,165.43976643577483,168.9004294967858,163.97750941004705,165.88818359375,56206100,0.0,0.0
2020-02-27 00:00:00-05:00,159.21052520178733,162.82716530445734,154.00487976483092,154.19984436035156,93174900,0.0,0.0
2020-02-28 00:00:00-05:00,148.57505177958183,159.59072331152694,148.17536466020633,157.93348693847656,97012700,0.0,0.0
2020-03-02 00:00:00-05:00,161.15043247124532,168.5689486383024,158.22591910512313,168.4422149658203,71030800,0.0,0.0
2020-03-03 00:00:00-05:00,169.42682722396927,170.5966297098678,158.177189712045,160.37057495117188,71677000,0.0,0.0
2020-03-04 00:00:00-05:00,164.25041212445976,166.4047951469165,161.45261776463497,166.25857543945312,49814400,0.0,0.0
2020-03-05 00:00:00-05:00,161.87185341901795,166.5705648598896,161.52091114284457,162.08631896972656,47817300,0.0,0.0
2020-03-06 00:00:00-05:00,158.51838722154457,159.005806158346,152.07470828203628,157.5045623779297,72821100,0.0,0.0
2020-03-09 00:00:00-04:00,147.20052128288108,153.78067703559265,146.22568339359046,146.830078125,70419300,0.0,0.0
2020-03-10 00:00:00-04:00,154.1803184460582,156.9780975991995,148.740722850957,156.87086486816406,65354400,0.0,0.0
2020-03-11 00:00:00-04:00,153.17624451491892,153.7318942398135,147.3467046652457,149.76431274414062,56371600,0.0,0.0
2020-03-12 00:00:00-04:00,141.64392095497084,149.60834318854867,135.09301041312096,135.56092834472656,93226400,0.0,0.0
2020-03-13 00:00:00-04:00,143.78859573893303,157.83601398413703,137.1889387390433,154.83351135253906,92727400,0.0,0.0
2020-03-16 00:00:00-04:00,136.47728618455338,145.5920251761021,131.6030973922479,132.0125274658203,87905900,0.0,0.0
2020-03-17 00:00:00-04:00,136.4773113883842,143.78859592704765,131.60312169594192,142.8820037841797,81059800,0.0,0.0
2020-03-18 00:00:00-04:00,134.52761330140436,142.32631552177563,131.62260088927238,136.86721801757812,81593200,0.0,0.0
2020-03-19 00:00:00-04:00,139.17761326112364,146.3719069574611,135.50247015736622,139.11912536621094,85922700,0.0,0.0
2020-03-20 00:00:00-04:00,142.3263232152439,143.39865077844738,132.44146821158992,133.89398193359375,84866200,0.0,0.0
2020-03-23 00:00:00-04:00,133.56249216710296,137.03292646460054,129.18548093031205,132.55841064453125,78975200,0.0,0.0
2020-03-24 00:00:00-04:00,140.13294994347643,145.83575768241894,137.71535608506065,144.60745239257812,82516700,0.0,0.0
2020-03-25 00:00:00-04:00,145.16310772407783,150.446727082843,140.8055813472734,143.22317504882812,75638200,0.0,0.0
2020-03-26 00:00:00-04:00,144.66592451021572,152.71809431044548,144.63668056601324,152.1819305419922,64568100,0.0,0.0
2020-03-27 00:00:00-04:00,147.93166363410546,150.99265429981068,145.44582380729437,145.93324279785156,57042300,0.0,0.0
2020-03-30 00:00:00-04:00,148.60426296768256,156.55894225527604,146.23539959626373,156.1982421875,63420300,0.0,0.0
2020-03-31 00:00:00-04:00,155.38916285487088,160.63379577147094,152.6206266544096,153.74169921875,77927200,0.0,0.0
2020-04-01 00:00:00-04:00,149.1501979048181,153.78067790513109,147.02505843407414,148.2825927734375,57969900,0.0,0.0
2020-04-02 00:00:00-04:00,148.03887456393704,151.5677827749308,146.57661780802098,151.3533172607422,49630700,0.0,0.0
2020-04-03 00:00:00-04:00,151.19735301561917,153.4199820726319,148.36057136724807,149.9593048095703,41243300,0.0,0.0
2020-04-06 00:00:00-04:00,156.28602077746268,162.31051191772607,153.6149595507189,161.11146545410156,67111700,0.0,0.0
2020-04-07 00:00:00-04:00,165.3227533960534,165.7224404989845,159.15202779719797,159.37625122070312,62769000,0.0,0.0
2020-04-08 00:00:00-04:00,161.5013967777557,162.4762346999066,159.38600027166984,160.97499084472656,48318200,0.0,0.0
2020-04-09 00:00:00-04:00,162.17399860564086,163.15857931700404,159.2202415967087,160.9846954345703,51385100,0.0,0.0
2020-04-13 00:00:00-04:00,160.21459741292566,161.4039007117349,158.21617696001871,161.34539794921875,41905300,0.0,0.0
2020-04-14 00:00:00-04:00,164.7475955547642,169.37807531148093,163.77275771124485,169.32933044433594,52874300,0.0,0.0
2020-04-15 00:00:00-04:00,166.89221735100196,169.20259289914634,164.9815437192384,167.55511474609375,40940800,0.0,0.0
2020-04-16 00:00:00-04:00,169.91423526108196,172.81924780417256,168.54945338608587,172.5852813720703,50479600,0.0,0.0
2020-04-17 00:00:00-04:00,174.98339671226933,175.47081564461547,171.44473050348574,174.10604858398438,52765600,0.0,0.0
2020-04-20 00:00:00-04:00,172.18563889225717,174.25229067060923,170.5869051840354,170.65513610839844,36669600,0.0,0.0
2020-04-21 00:00:00-04:00,169.13437749016842,169.30009814998994,161.93032592578277,163.59730529785156,56203700,0.0,0.0
2020-04-22 00:00:00-04:00,167.077475298679,169.62180293773892,166.52182540328593,169.1538848876953,34620200,0.0,0.0
2020-04-23 00:00:00-04:00,169.7290209436957,170.65511393869542,166.6095427566646,167.10670471191406,32790800,0.0,0.0
